,author,statement,source,target
18778,W. Gardner,"['judicial', 'race', 'special', 'interest', 'groups', 'demanded', 'money', 'exchange', 'endorsement', 'support']",Eve Schatelowitz Alcantar,false
18779,Robert Farley,"['stimulus', 'includes', '$', '219,000', 'study', 'sex', 'lives', 'female', 'college', 'freshmen']",Mitch McConnell,half-true
18780,Robert Farley,"['$', '100,000', 'stimulus', 'funds', 'used', 'martini', 'bar', 'brazilian', 'steakhouse']",Mitch McConnell,mostly-true
18781,Robert Farley,"['stimulus', 'includes', '$', '7', 'million', 'build', 'bridge', 'thedford', 'nebraska', 'help', '168', 'residents', 'avoid', '30', 'second', 'wait', 'local', 'train', 'crossing', 'one', 'full-time', 'job', 'created']",John Boehner,half-true
18782,W. Gardner,"['current', 'agriculture', 'commissioner', 'allowed', 'tainted', 'beef', 'sent', 'school', 'cafeterias']",Kinky Friedman,false
18783,Robert Farley,"['stimulus', '$', '15', 'million', 'dollars', 'went', 'build', 'bigger', 'better', 'airport', 'town', 'ouzinkie', 'alaska', 'population', '165']",John Boehner,true
18784,Louis Jacobson,"['stimulus', 'bill', 'create', 'one', 'new', 'job']",Scott Brown,pants-fire
18785,Ciara O'Rourke,"['opponent', '...', 'lost', '43,000', 'jobs', 'houston', 'since', 'he', 'took', 'we', 'losing', 'jobs']",Farouk Shami,false
18786,Ciara O'Rourke,"[""houston's"", 'mayor', 'helped', 'our', 'area', 'lead', 'nation', 'job', 'growth']",Bill White,false
18787,Louis Jacobson,"['far', 'recovery', 'act', 'responsible', 'jobs', '2', 'million', 'americans', 'would', 'otherwise', 'unemployed', '. ...', '[', ']', 'recovery', 'act', 'track', 'save', 'create', 'another', '1.5', 'million', 'jobs', '2010']",Barack Obama,half-true
18788,Catharine Richert,"['three', 'months', 'act', 'took', 'effect', 'america', 'lost', '750,000', 'jobs', 'month', 'last', 'three', 'months', ""we've"", 'lost', '35,000', 'jobs', 'month']",Joe Biden,mostly-true
18789,W. Gardner,"['recent', 'global', 'warming', 'summit', 'copenhagen', 'nancy', 'pelosi', 'others', 'stayed', 'five-star', 'hotel', 'trip', 'costing', 'nearly', '$', '10,000', 'per', 'person']",David Dewhurst,true
18790,W. Gardner,"['says', 'state', 'sen', 'steve', 'ogden', 'driving', 'force', 'behind', 'business', 'income', 'tax', 'hurting', 'small', 'business', 'crafted', 'robin', 'hood', 'school', 'finance', 'scheme', 'making', 'property', 'taxes', 'skyrocket', 'wrote', 'budget', 'result', '$', '14', 'billion', 'deficit', 'voted', 'gun', 'freedoms']",Ben Bius,false
18791,Angie Drobnic,"['three', 'people', 'tried', 'convicted', 'last', 'administration', 'military', 'courts', 'two', 'walking', 'street', 'right']",Joe Biden,true
18792,Louis Jacobson,"['among', 'money', 'spent', 'health', 'care', 'united', 'states', '46', 'cents', 'every', 'dollar', 'spent', 'medicare', 'medicaid']",Joe Biden,half-true
18793,Louis Jacobson,"['president', 'barack', ""obama's"", 'initial', 'response', 'we', 'heard', 'christmas', 'underwear', 'bomber', 'say', 'act', 'isolated', 'extremist']",Dick Cheney,half-true
18794,Ciara O'Rourke,"['says', 'texas', 'education', 'agency', 'follows', 'make', 'sure', 'undocumented', 'immigrants', 'paying', 'in-state', 'tuition', 'texas', 'colleges', 'applying', 'permanent', 'residency']",Rick Perry,false
18795,W. Gardner,"['we', 'killed', 'lots', 'innocent', 'people', 'state', 'texas']",Farouk Shami,false
18796,Ciara O'Rourke,"['we', 'billions', 'surplus']",Rick Perry,barely-true
18797,Robert Farley,"['bush', 'administration', 'prosecuted', '190', 'suspected', 'terrorists', 'federal', 'courts']",Barack Obama,barely-true
18798,Ciara O'Rourke,"['we', 'go', 'vote', 'ask', ""driver's"", 'license', 'verify', 'voter', 'citizen', 'state', 'texas']",Farouk Shami,half-true
18799,Robert Farley,"['despite', 'touting', 'economic', 'stimulus', 'great', 'triumph', 'report', 'however', 'notes', 'unemployment', 'average', '10', 'percent', 'rest', 'year']",John Boehner,mostly-true
18800,Meghan Ashford-Grooms,"['taxpayers', 'even', 'footed', 'bill', 'perry', 'trip', 'bachelor', 'party', 'las', 'vegas']",Kay Bailey Hutchison,barely-true
18801,Louis Jacobson,"['franklin', 'roosevelt', 'never', 'allocated', '12', 'percent', 'gdp', 'federal', 'spending', 'percentage', 'barack', 'obama', 'projected', 'drop', '22.8', 'percent']",Glenn Beck,barely-true
18802,Lukas Pleva,"['new', 'dollar', 'coins', 'god', 'we', 'trust', 'gone']",Chain email,false
18803,Robert Farley,"['democratic', 'poll', 'operation', 'shows', 'fox', 'news', 'trusted', 'news', 'operation', 'country']",Bill O'Reilly,true
18804,Catharine Richert,"['one-third', 'economic', 'stimulus', 'package', 'tax', 'cuts']",Jon Stewart,mostly-true
18805,Louis Jacobson,"['house', 'passed', 'pay-as-you-go', 'rule', 'said', 'if', 'wanted', 'investment', 'entitlement', 'etc', 'pay']",Nancy Pelosi,half-true
18806,W. Gardner,"['says', 'sen', 'kay', 'bailey', 'hutchison', 'took', '154', 'private', 'flights', 'funded', 'taxpayers', 'though', 'commercial', 'flights', 'readily', 'available', 'fraction', 'cost']",Rick Perry,half-true
18807,Catharine Richert,"['vice', 'president', 'joe', ""biden's"", 'meeting', 'transparency', 'accountability', 'board', '. . .', 'closed', 'public']",Sarah Palin,false
18808,W. Gardner,"['houston', 'third-most', 'toxic', 'city', 'united', 'states', 'america']",Farouk Shami,true
18809,Robert Farley,"['one', 'state', 'even', 'spent', 'million', 'bucks', 'put', 'signs', 'advertise', 'spending', 'federal', 'stimulus', 'projects']",Sarah Palin,half-true
18810,Louis Jacobson,"['barack', 'obama', '150', 'days', 'u', 'senate', 'he', 'able', 'vote', 'quite', 'often', 'present']",Sarah Palin,false
18811,Meghan Ashford-Grooms,"['governor', 'taking', 'fiscal', 'advice', '. ...', 'first', 'fiscal', 'quarter', 'year', 'we', 'seen', '13.5', 'percent', 'increase', 'spending', 'double-digit', 'spending', 'executive', 'branch', 'state', 'texas']",Debra Medina,half-true
18812,Aaron Sharockman,"['florida', 'still', 'averages', 'students', 'classrooms', 'state', 'southeast']",Franklin Sands,half-true
18813,Ciara O'Rourke,"['says', 'executive', 'order', 'requiring', 'young', 'girls', 'vaccinated', 'hpv', 'mandatory']",Rick Perry,barely-true
18814,Catharine Richert,"['law', 'clear', 'monies', 'recouped', 'tarp', 'shall', 'paid', 'general', 'fund', 'treasury', 'reduction', 'public', 'debt']",Judd Gregg,true
18815,Louis Jacobson,"['republicans', 'voted', 'stimulus', 'happy', 'claim', 'credit', 'recovery', 'act', 'projects', 'jobs', 'projects', 'produced', 'come', 'ribbon', 'cuttings']",Barack Obama,true
18816,Lukas Pleva,"['money', 'supply', 'doubled', 'last', 'year']",Ron Paul,barely-true
18817,Ciara O'Rourke,"['our', 'texas', 'graduation', 'rate', 'ranks', '43rd', '50', 'states']",Bill White,true
18818,W. Gardner,"['hour', 'jan', '14', 'debate', 'debra', 'medina', '1', 'search', 'google', 'remainder', 'night', '3']",Debra Medina,false
18819,Robert Farley,"[""we're"", 'also', 'cutting', 'forest', 'service', 'economic', 'development', 'program', 'strayed', 'far', 'mission', 'funded', 'music', 'festival']",Barack Obama,barely-true
18820,Catharine Richert,"['whether', 'he', 'supports', 'ask', 'tell']",John McCain,full-flop
18821,Louis Jacobson,"['senate-passed', 'health', 'care', 'bill', 'identical', 'massachusetts', 'health', 'care', 'plan', 'thing']",Paul Krugman,mostly-true
18822,W. Gardner,"['uses', 'headlines', 'portray', 'gov', 'rick', 'perry', 'beholden', 'special', 'interests']",Kay Bailey Hutchison,mostly-true
18823,W. Gardner,"['bill', 'white', 'discriminating', ""he's"", 'taking', 'jobs', 'african', 'americans', 'giving', 'friends']",Farouk Shami,pants-fire
18824,Catharine Richert,"['federal', 'employees', 'making', 'twice', 'much', 'private', 'counterparts']",Scott Brown,false
18825,Robert Farley,"['thomas', 'jefferson', 'created', 'marines', 'islamic', 'pirates', 'happening']",Glenn Beck,half-true
18826,Meghan Ashford-Grooms,"['we', 'cut', 'property', 'taxes', 'one-third']",Rick Perry,barely-true
18827,Robert Farley,"['we', 'passed', 'without', 'frankly', 'help', 'republican', 'caucus', 'we', 'passed', '25', 'tax', 'cuts', 'last', 'year', 'mostly', 'aimed', 'middle', 'class', 'small', 'businesses']",David Axelrod,true
18828,Ciara O'Rourke,"['says', 'prank', 'phone', 'call', 'caused', '400', 'children', 'taken', 'parents', '...', 'without', 'warrant']",Debra Medina,half-true
18829,Louis Jacobson,"['bipartisan', 'task', 'force', 'ways', 'improve', 'fiscal', 'policy']",Mitch McConnell,full-flop
18830,Angie Drobnic,"['health', 'care', 'reform', 'would', 'bring', 'deficit', 'much', '$', '1', 'trillion', 'next', 'two', 'decades']",Barack Obama,half-true
18831,Ciara O'Rourke,"['state', 'texas', 'even', 'use', 'e-verify', 'system', 'determine', 'if', 'someone', 'legally', 'our', 'country', 'apply', 'job']",Kay Bailey Hutchison,true
18832,Ciara O'Rourke,"['bill', 'white', 'presided', 'construction', 'may', ""world's"", 'largest', 'abortion', 'clinic']",Republican Party of Texas,pants-fire
18833,Robert Farley,"['old', 'annual', 'deficits', 'republicans', 'become', 'monthly', 'deficits', 'democrats']",Jeb Hensarling,false
18834,Angie Drobnic,"['obama', 'came', 'office', '$', '1.3', 'trillion', 'deficit', 'passed', 'law', '. ...', 'we', 'came', '$', '8', 'trillion', 'worth', 'debt', 'next', 'decade']",Barack Obama,mostly-true
18835,Bill Adair,"['mr', 'president', 'multiple', 'times', 'administration', 'come', 'statements', 'republicans', 'ideas', 'solutions', 'health', 'care']",Tom Price,true
18836,Aaron Sharockman,"['challenge', 'administration', 'suspend', 'less', '37', 'public', 'officials', '36', 'months']",Charlie Crist,mostly-true
18837,W. Gardner,"['rick', 'perry', 'watch', 'governor', 'six', 'million', 'texans', 'health', 'care', 'coverage', 'including', 'one', 'million', 'children', 'homeowners', 'suffer', 'highest', 'insurance', 'rates', 'country', 'college', 'tuition', 'skyrocketed', '136', 'percent']",Democratic National Committee,half-true
18838,Angie Drobnic,"[""president's"", 'health', 'care', 'proposals', 'cause', 'americans', 'premiums', 'increased', 'decreased', 'hundreds', 'millions', 'people', 'lose', 'current', 'insurance', 'coverage']",Nancy Pfotenhauer,pants-fire
18839,Robert Farley,"['president', ""obama's"", 'proposed', 'spending', 'freeze', 'reduce', '$', '42', 'trillion', 'government', 'spending', 'proposed', '2011', '2020', 'little', 'one-half', '1', 'percent']",John Boehner,true
18840,W. Gardner,"['inequality', 'texas', 'steadily', 'getting', 'worse', 'rich', 'people', 'great', 'many', 'poor', 'people', 'fewer', 'fewer', 'middle']",Ronnie Earle,mostly-true
18841,Louis Jacobson,"['president', 'obama', 'pledged', 'go', 'budget', 'line', 'line', 'watch', 'non-defense', 'spending', 'spiraled', 'control', 'increasing', '67', 'percent', 'last', 'year', 'alone']",John Boehner,barely-true
18842,Louis Jacobson,"['majority', 'americans', 'still', 'oppose', 'health', 'care', 'bill']",John Boehner,mostly-true
18843,Aaron Sharockman,"['amount', 'debt', 'pace', 'double', 'five', 'years', 'triple', '10', 'federal', 'debt', '$', '100,000', 'per', 'household']",Bob McDonnell,half-true
18844,Aaron Sharockman,"['virginia', 'we', 'opportunity', 'become', 'first', 'state', 'east', 'coast', 'explore', 'produce', 'oil', 'natural', 'gas', 'offshore']",Bob McDonnell,true
18845,Angie Drobnic,"['we', 'cut', 'taxes', '95', 'percent', 'working', 'families']",Barack Obama,true
18846,Louis Jacobson,"['last', 'week', 'supreme', 'court', 'reversed', 'century', 'law', 'believe', 'open', 'floodgates', 'special', 'interests', 'including', 'foreign', 'corporations', 'spend', 'without', 'limit', 'our', 'elections']",Barack Obama,barely-true
18847,Catharine Richert,"['beginning', 'last', 'decade', '...', 'america', 'budget', 'surplus', '$', '200', 'billion', 'time', 'took', 'office', 'we', 'one-year', 'deficit', '$', '1', 'trillion', 'projected', 'deficits', '$', '8', 'trillion', 'next', 'decade']",Barack Obama,mostly-true
18848,Catharine Richert,"[""we've"", 'excluded', 'lobbyists', 'policymaking', 'jobs']",Barack Obama,false
18849,Bill Adair,"['pay-as-you-go', 'law', '...', 'big', 'reason', 'we', 'record', 'surpluses', '1990s']",Barack Obama,half-true
18850,Robert Farley,"['steps', 'we', 'took', '2', 'million', 'americans', 'working', 'right', 'would', 'otherwise', 'unemployed']",Barack Obama,half-true
18851,Angie Drobnic,"['first', 'time', 'history', 'administration', 'posts', 'our', 'white', 'house', 'visitors', 'online']",Barack Obama,mostly-true
18852,Angie Drobnic,"['government', 'spending', 'freeze']",Barack Obama,full-flop
18853,Meghan Ashford-Grooms,"['u', 'sen', 'kay', 'bailey', 'hutchison', 'voted', 'continue', 'roe', 'v', 'wade']",Rick Perry,mostly-true
18854,W. Gardner,"['u', 'sen', 'kay', 'bailey', 'hutchison', 'voted', 'nine', 'separate', 'times', 'raise', 'national', 'debt', 'ceiling']",Rick Perry,true
18855,Robert Farley,"['pwned', 'house', 'gop', 'dominates', 'twitter', 'youtube', 'social', 'media', 'congress']",John Boehner,true
18856,Ciara O'Rourke,"['we', '300', 'state', 'agencies', 'forty-five', 'agencies', 'related', 'health', 'care']",Kay Bailey Hutchison,false
18857,Catharine Richert,"['right', 'tea', 'party', 'polls', 'higher', 'republicans', 'democrats']",Dick Armey,false
18858,Louis Jacobson,"['democratic', 'presidents', 'considerably', 'effective', 'creating', 'private-sector', 'jobs']",Carolyn Maloney,true
18859,Angie Drobnic,"['stroke', 'pen', 'u', 'supreme', 'court', 'decided', 'overrule', '100', 'year-old', 'ban', 'corporate', 'expenditures']",Charles Schumer,barely-true
18860,Meghan Ashford-Grooms,"['we', 'lowered', 'business', 'tax', '4', 'percent', '1', 'percent']",Rick Perry,half-true
18861,Catharine Richert,"['long', 'served', '. . .', 'first', 'time', 'every', 'single', 'solitary', 'decision', 'required', '60', 'senators']",Joe Biden,false
18862,Louis Jacobson,"['members', 'congress', 'passed', 'pay', 'raise', '$', '10,000', 'two', 'years', 'even', 'voted', 'raise', 'social', 'security', 'benefits', '2010', '2011']",Chain email,barely-true
18863,Ciara O'Rourke,"['texas', 'department', 'transportation', '...', 'misplaced', 'billion', 'dollars']",Debra Medina,mostly-true
18864,Meghan Ashford-Grooms,"['largest', 'tax', 'increase', 'we', 'ever', 'our', 'state', 'business', 'margins', 'tax', 'signed', 'governor']",Kay Bailey Hutchison,false
18865,Robert Farley,"['democrats', 'health', 'care', 'bills', 'would', 'provide', 'free', 'health', 'care', 'illegal', 'immigrants']",Chain email,false
18866,Robert Farley,"['house', 'health', 'care', 'bill', 'provides', 'free', 'abortion', 'services', 'probably', 'forced', 'participation', 'abortions', 'members', 'medical', 'profession']",Chain email,false
18867,Kevin Robillard,"['high', 'administrative', 'costs', 'donate', 'haiti', 'relief', 'white', 'house', 'web', 'site']",Rush Limbaugh,pants-fire
18868,Louis Jacobson,"['massachusetts', 'scott', ""brown's"", 'republican', 'affiliation', 'secret', 'clearly', 'display']",Kelly O'Donnell,mostly-true
18869,Alex Holt,"['washington', 'times', '...', 'pointed', 'we', 'succeeded', 'previous', 'administrations', 'failed', 'spending', 'cuts']",Barack Obama,mostly-true
18870,W. Gardner,"['1', 'issue', 'american', 'people', 'care', 'getting', 'america', 'back', 'work']",John Cornyn,true
18871,Ciara O'Rourke,"['health', 'care', 'reform', 'everything', 'going', 'raise', 'costs', 'raise', 'taxes', 'lower', 'quality', 'health', 'care']",Kay Bailey Hutchison,false
18872,W. Gardner,"['texans', 'millionaires']",Linda Chavez-Thompson,true
18873,Louis Jacobson,"['chile', 'ranks', 'third', 'internationally', 'economic', 'freedom', 'u', 'ranks', '17th']",Glenn Beck,barely-true
18874,Kevin Robillard,"['abortion', 'rights']",Harold Ford Jr.,half-flip
18875,Robert Farley,"['importance', 'independent', 'voting', 'record']",Barack Obama,full-flop
18876,Meghan Ashford-Grooms,"['trans-texas', 'corridor', 'dead']",Rick Perry,mostly-true
18877,Aaron Sharockman,"['close', 'half', 'folks', 'country', 'illegally', 'entered', 'legally', 'overstayed', 'visas']",Marco Rubio,mostly-true
18878,Catharine Richert,"[""obama's"", 'job', 'approval', 'rating']",Donna Brazile,mostly-true
18879,W. Gardner,"['says', 'gov', 'rick', 'perry', 'wall', 'street', 'bailout', 'he']",Kay Bailey Hutchison,half-true
18880,Robert Farley,"['obama', 'administration', 'raised', 'discretionary', 'spending', '24', 'percent', 'president', 'george', 'w', ""bush's"", 'last', 'full-year', 'budget', 'run', 'debt', 'october', 'bush', 'eight', 'years']",Karl Rove,half-true
18881,Catharine Richert,"['president', 'bush', 'took', 'office', '2001', 'he', 'inherited', '$', '236', 'billion', 'budget', 'surplus', 'projected', '10', 'year', 'surplus', '$', '5.6', 'trillion', 'he', 'ended', 'term', 'he', 'left', '$', '1.3', 'trillion', 'deficit', 'projected', '10', 'year', 'shortfall', '$', '8', 'trillion']",David Axelrod,mostly-true
18882,Ciara O'Rourke,"['says', 'kay', 'bailey', 'hutchison', 'voted', 'sanctuary', 'cities']",Rick Perry,false
18883,Ciara O'Rourke,"['we', 'definitely', 'lost', 'way', 'jobs', 'texas', 'year', 'we', 'gained', '—', 'we', 'lost', '300,000', 'jobs', 'texas', 'alone', 'year']",Kay Bailey Hutchison,true
18884,Aaron Sharockman,"['democratic', 'campaign', 'fla', 'governor', 'ever', 'kinds', 'resources', 'early', 'election', 'cycle']",Alex Sink,true
18885,W. Gardner,"['says', 'land', 'commissioner', 'jerry', 'patterson', 'threatened', 'shoot']",Hector Uribe,pants-fire
18886,Ciara O'Rourke,"['says', 'rick', ""perry's"", 'pay', 'play', 'politics', 'led', 'send', '$', '899', 'million', 'offshore', 'call', 'center', 'bermuda', 'driving', 'enrollment', ""children's"", 'health', 'insurance']",Texas Democratic Party,false
18887,W. Gardner,"['sen', 'hutchison', 'abandoned', 'republicans', 'stood', 'democrats', 'ensure', 'health', 'care', 'legislation', 'would', 'pass', 'quickly']",Rick Perry,pants-fire
18888,Meghan Ashford-Grooms,"['tenure', 'mayor', 'he', 'saw', 'houston', 'crime', 'rates', 'drop', 'lowest', 'levels', '25', 'years']",Bill White,true
18889,Ciara O'Rourke,"['1,000', 'people', '...', 'move', 'texas', 'every', 'day']",Rick Perry,mostly-true
18890,Kevin Robillard,"['recent', 'obama', 'executive', 'order', 'could', 'lead', 'number', 'investigations', 'interpol', 'united', 'states', 'potentially', 'aimed', 'american', 'officials']",Newt Gingrich,pants-fire
18891,Aaron Sharockman,"['number', 'national', 'publications', 'put', 'race', 'tossup', 'race', 'democrats', 'republicans', 'know', ""who's"", 'going', 'win', 'race']",Kendrick Meek,barely-true
18892,Meghan Ashford-Grooms,"['attorney', 'general', 'requires', 'rape', 'victims', 'pay', 'rape', 'kit']",Barbara Ann Radnofsky,pants-fire
18893,Ciara O'Rourke,"['says', 'she', 'quadrupled', 'agents', 'secure', 'our', 'border']",Kay Bailey Hutchison,barely-true
18894,W. Gardner,"['says', 'approximately', '70', 'percent', 'jobs', 'created', 'united', 'states', 'november', '2007-2008', 'texas']",Rick Perry,false
18895,W. Gardner,"['says', 'careless', 'attitude', 'poor', 'oversight', 'texas', 'department', 'agriculture', 'led', 'deaths', 'illnesses', 'traced', 'texas', 'peanut', 'plant']",Hank Gilbert,half-true
18896,Ciara O'Rourke,"['says', 'bill', 'white', 'gay', 'marriage']",Republican Party of Texas,false
18897,Meghan Ashford-Grooms,"['illegal', 'immigrants', 'currently', 'occupy', '8', 'million', 'jobs']",Lamar Smith,mostly-true
18898,Ciara O'Rourke,"['says', 'he', 'brought', '1,200', 'jobs', 'texas', 'moving', 'factories', 'china']",Farouk Shami,half-true
18899,Ciara O'Rourke,"['texas', 'last', '50th', 'spending', 'mental', 'health', 'care']",Marc Katz,mostly-true
18900,Aaron Sharockman,"['january', '8th', 'important', 'date', 'american', 'history', 'day', '1835', 'day', 'our', 'history', 'we', 'debt']",George LeMieux,mostly-true
18901,Aaron Sharockman,"['we', 'domestic', 'attacks', 'bush']",Rudy Giuliani,pants-fire
18902,Louis Jacobson,"['people', 'work', 'finance', 'make', '$', '70,000', '$', '80,000', 'year']",Michael Bloomberg,half-true
18903,Catharine Richert,"['missed', 'vote', 'since', '1993']",Chuck Grassley,true
18904,Aaron Sharockman,"['president', 'obama', 'broken', 'pledge', 'american', 'people', 'transparent', 'throughout', 'health', 'care', 'reform', 'negotiations']",Charlie Crist,true
18905,Louis Jacobson,"['americans', 'admire', 'glenn', 'beck', 'admire', 'pope']",Dana Milbank,barely-true
18906,Bill Adair,"['president', 'obama', '...', 'want', 'admit', ""we're"", 'war']",Dick Cheney,pants-fire
18907,Aaron Sharockman,"['florida', 'sen', 'bill', 'nelson', '...', 'got', '$', '25', 'billion', '$', '30', 'billion', 'carve-out', 'medicare', 'advantage', 'patients', 'state']",Karl Rove,barely-true
18908,Robert Farley,"['medicaid', 'provision', 'added', 'senate', 'health', 'care', 'reform', 'bill', 'special', 'deal', 'nebraska']",Ben Nelson,false
18909,Angie Drobnic,"['campaign', 'public', 'option']",Barack Obama,barely-true
18910,Aaron Sharockman,"['charlie', 'crist', 'broke', 'quarter', 'record', 'fundraising', 'u', 'senate', 'race', 'florida']",Charlie Crist,true
18911,Aaron Sharockman,"['charlie', 'crist', 'elected', 'governor', 'florida', 'ranked', '31st', 'k', '12', 'education', 'last', 'year', '...', 'we', 'went', '31st', '14', 'year', 'top', '10', 'america']",Charlie Crist,half-true
18912,Robert Farley,"['health', 'care', 'reform', 'plans', 'consided', 'congress', 'finally', 'reduce', 'costs', 'health', 'care']",Barack Obama,half-true
18913,Louis Jacobson,"['president', 'obama', 'worst', 'ratings', 'president', 'end', 'first', 'year']",Karl Rove,mostly-true
18914,Louis Jacobson,"['today', 'every', 'day', 'estimated', '14,000', 'americans', 'lose', 'health', 'insurance', 'coverage']",Tom Harkin,false
18915,Robert Farley,"[""we've"", 'created', 'saved', '1.6', 'million', 'jobs', 'according', 'cbo', 'congressional', 'budget', 'office', 'recovery', 'act']",Barack Obama,half-true
18916,Catharine Richert,"['climatic', 'research', 'unit', 'e-mails', 'show', 'science', 'behind', 'climate', 'change', 'pretty', 'well', 'debunked']",James Inhofe,false
18917,Catharine Richert,"['president', ""obama's"", 'proposal', 'calls', 'serious', 'cuts', 'our', 'long-term', 'carbon', 'emissions', 'china', 'india', 'still', 'allowed', 'increase', 'emissions']",Sarah Palin,true
18918,Louis Jacobson,"['recent', 'drop', 'unemployment', 'rate', 'questionable', 'calculated', 'two', 'days', 'thanksgiving', 'week']",Rush Limbaugh,false
18919,Catharine Richert,"['post-soviet', 'industrial', 'meltdown', 'responsible', 'progress', 'reducing', 'carbon', 'emissions', 'europe', 'able', 'claim']",Eugene Robinson,mostly-true
18920,Robert Farley,"['use', 'money', 'tarp', 'fund', 'manner', 'discussed', 'white', 'house', 'congressional', 'democrats', 'would', 'violation', 'law']",Mike Pence,half-true
18921,Robert Farley,"[""i'm"", 'predicting', 'saints', 'go', 'undefeated', 'way', 'super', 'bowl', 'something', ""that's"", 'never', 'done']",Bobby Jindal,false
18922,Louis Jacobson,"['labor', 'union', 'president', 'andy', 'stern', 'frequent', 'visitor', 'white', 'house']",Glenn Beck,false
18923,Angie Drobnic,"['obama', 'interviewed', 'american', 'reporters', 'asia', 'one', 'asked', 'asia', 'one', 'asked', 'economy']",Barack Obama,false
18924,Angie Drobnic,"['past', 'year', '20', 'percent', 'americans', 'changed', 'mind', 'war', 'afghanistan', 'conclude', 'we']",Alan Grayson,barely-true
18925,Catharine Richert,"[""we're"", 'going', 'troops', 'afghanistan', '. . .', 'russians']",John Murtha,barely-true
18926,Angie Drobnic,"['last', 'months', 'alone', 'we', 'apprehended', 'extremists', 'within', 'our', 'borders', 'sent', 'border', 'region', 'afghanistan', 'pakistan', 'commit', 'new', 'acts', 'terror']",Barack Obama,mostly-true
18927,Louis Jacobson,"['less', '10', 'percent', ""obama's"", 'cabinet', 'appointees', 'experience', 'private', 'sector']",Glenn Beck,false
18928,Catharine Richert,"['senate', 'health', 'care', 'bill', 'contain', 'limits', 'medical', 'malpractice', 'lawsuits']",Mitch McConnell,true
18929,Robert Farley,"['democratic', 'health', 'plan', 'families', 'forced', 'spend', 'additional', '$', '2,100', 'year', 'keep', 'current', 'health', 'care']",Mike Pence,barely-true
18930,Louis Jacobson,"['new', 'republican', 'litmus', 'test', 'would', 'resulted', 'gop', 'kicking', 'ronald', 'reagan']",Keith Olbermann,half-true
18931,Angie Drobnic,"['legalizing', 'illegal', 'immigrants']",Lou Dobbs,half-flip
18932,Robert Farley,"['if', 'want', 'talk', 'firsts', 'bush', 'first', 'time', 'american', 'history', 'president', 'took', 'us', 'war', 'cut', 'taxes']",Paul Krugman,mostly-true
18933,Catharine Richert,"['congressional', 'budget', 'office', 'supposedly', 'non-partisan', 'estimates', 'years', 'average', 'cost', 'every', 'family', 'four', 'cap', 'trade', '$', '6,800', 'per', 'year']",Chain email,false
18934,Louis Jacobson,"['ninety-eight', 'percent', 'american', 'people', 'see', 'taxes', 'go', 'due', 'house', 'health', 'care', 'bill']",Ed Schultz,barely-true
18935,Aaron Sharockman,"['never', 'voted', 'tax', 'increase']",Marco Rubio,false
18936,Louis Jacobson,"['data-storing', 'microchip', 'would', 'implanted', 'majority', 'people', 'opt', 'become', 'covered', 'public', 'health', 'care', 'option']",Chain email,pants-fire
18937,Angie Drobnic,"['although', 'democrats', 'represent', '10', ""florida's"", '25', 'districts', 'districts', 'received', '60', 'percent', 'stimulus', 'funds']",Jeff Miller,barely-true
18938,Angie Drobnic,"['recovery.gov', 'listed', 'congressional', 'districts', 'exist']",Jeff Miller,mostly-true
18939,Catharine Richert,"['cap-and-trade', 'bill', 'homes', 'would', 'retrofitted', 'meet', 'energy', 'water', 'efficiency', 'standards', 'could', 'sold']",Chain email,pants-fire
18940,Catharine Richert,"['senate', 'health', 'care', 'legislation', 'levy', 'new', 'abortion', 'premium', 'fee', 'americans', 'government-run', 'plan']",John Boehner,false
18941,Robert Farley,"['senate', 'health', 'care', 'bill', 'would', 'leave', '24', 'million', 'people', 'without', 'insurance', 'coverage']",Mike Enzi,true
18942,Angie Drobnic,"['if', 'look', 'last', ""year's"", 'presidential', 'campaign', ""can't"", 'find', 'mention', 'public', 'option']",Joe Lieberman,mostly-true
18943,Louis Jacobson,"['senate', 'health', 'care', 'bill', 'longer', ""tolstoy's"", 'war', 'peace']",Orrin Hatch,barely-true
18944,Robert Farley,"['obama', 'closed', 'offshore', 'tax', 'safe', 'havens']",Chain email,half-true
18945,Robert Farley,"['obama', 'visited', 'countries', 'met', 'world', 'leaders', 'president', 'first', 'six', 'months', 'office']",Chain email,true
18946,Angie Drobnic,"['52', 'jobs', 'saved', 'created', ""florida's"", '34th', 'congressional', 'district']",Recovery.gov,barely-true
18947,Louis Jacobson,"['small', 'business', 'receiving', 'federal', 'tax', 'credit', 'provide', 'health', 'care', 'employees', '...', 'would', 'barred', 'stupak', 'amendment', 'allowing', 'employees', 'use', '...', 'health', 'care', 'offer', 'abortion']",Ed Rendell,barely-true
18948,Louis Jacobson,"['house', 'health', 'care', 'bill', 'something', 'like', '2', 'percent', 'people', 'would', '[', ']', 'eligible', 'even', 'get', 'public', 'option']",Ron Wyden,false
18949,Catharine Richert,"['united', 'states', 'supply', '100', 'years', 'natural', 'gas']",America's Natural Gas Alliance,half-true
18950,Louis Jacobson,"['ronald', 'reagan', 'faced', 'even', 'worse', 'recession', 'current', 'one']",Sarah Palin,false
18951,Robert Farley,"['mccain', 'campaign', 'elaborate', ""obama's"", 'ties', 'acorn']",Sarah Palin,false
18952,Angie Drobnic,"['cap-and-trade', 'plan', 'promoted', 'barack', 'obama', 'would', 'hit', 'hardest', 'already', 'struggling', 'make', 'ends', 'meet']",Sarah Palin,half-true
