,author,statement,source,target
2444,Ciara O'Rourke,"“Due to the large number of people who will refuse the forthcoming COVID-19 vaccine because it will include tracking microchips, the Gates Foundation is now spending billions to ensure that all medical and dental injections and procedures include the chips.”",Facebook posts,false
2445,Warren Fiske,"“VA Democrats authorized for early release over 4,000 inmates, 60% of which are incarcerated for violent offenses.”",Nick Freitas,mostly-true
2446,Miriam Valverde,"“On the Southern border, as you know, the wall is going up, it's going up very rapidly. We're at 182 miles.”",Donald Trump,half-true
2447,Miriam Valverde,"Speaking about border apprehensions, said “We have some of the best numbers we've ever had. Southern border, the best numbers we've ever had.”",Donald Trump,half-true
2448,Amy Sherman,“Rogue” Michigan official sent absentee ballots to 7.7 million people “illegally and without authorization” ahead of the primaries and general election.,Donald Trump,pants-fire
2449,Miriam Valverde,"“A lot of people can get an additional $2,400” from the CARES Act “and they can do it every month!”",Instagram posts,barely-true
2450,Haley BeMiller,"Says GOP state Sen. Patrick Testin is responsible for lost $25M in federal funding, because he refused “to do his job.”",Wisconsin state Senate Democrats,barely-true
2451,Jon Greenberg,"“If you look at the one (hydroxychloroquine) survey, the only bad survey, they were giving it to people that were in very bad shape. They were very old. Almost dead.”",Donald Trump,false
2452,Tom Kertscher,"If you paid rent in March or April, “they got to give” you your money back.",Facebook posts,false
2453,Emily Venezky,“Bill Gates Explains That The COVID Vaccine Will Use Experimental Technology And Permanently Alter Your DNA”,Facebook posts,false
2454,Jack Kosowski,"""All Missouri businesses can open Monday, May 4, under our new Order as long as new guidelines are followed.""",Mike Parson,barely-true
2455,Emily Venezky,Says President Donald Trump is “morbidly obese.”,Nancy Pelosi,false
2456,Samantha Putterman,Says “the feds closed the courtroom” when El Chapo started naming Democrats he paid off.,Facebook posts,pants-fire
2457,Haley BeMiller,"Says Gov. Tony Evers “is proposing a new plan, a 150 day shutdown of the state (5 MONTHS!) followed by a 120 day extension.”",Facebook posts,pants-fire
2458,Tom Kertscher,"“Autopsies prove that COVID-19 is” a blood clot, not pneumonia, “and ought to be fought with antibiotics” and the whole world has been wrong in treating the “so-called” pandemic.",Facebook posts,pants-fire
2459,Jessica Calefati,“Gov. Wolf is not allowing companies that distribute U.S. flags to ship out orders to be placed at veteran’s graves for Memorial Day.”,Facebook posts,mostly-true
2460,Samantha Putterman,Says wearing face masks is more harmful to your health than going without one.,Facebook posts,false
2461,Jill Terreri,"""States like New York, Illinois and California have been vocal in their demands for funding to bail out their pension systems, which were failing long before the COVID-19 outbreak, and other programs that aren’t related to this crisis.""",Andy Biggs,false
2462,Madison Czopek,Dr. Fauci says every American should be microchipped.,Facebook posts,false
2463,Ciara O'Rourke,Says kitchen worker in viral video is potentially spreading coronavirus by blowing into food containers.,Viral image,false
2464,Tom Kertscher,"If masks prevent coronavirus, governors would have given them to prison inmates instead of releasing them.",Facebook posts,false
2465,Ciara O'Rourke,Anthony Fauci was on the Clinton Foundation board for 20 years and “currently serves on Gates Foundation.”,Facebook posts,false
2466,Tom Kertscher,“Bill Gates admits his COVID-19 vaccine might kill nearly 1 million people.”,Facebook posts,pants-fire
2467,Daniel Funke,“Hydroxychloroquine cures this ‘virus.’ It just so happens this is the treatment used for radiation sickness!!”,Facebook posts,false
2468,Tom Kertscher,"Hospitals get paid $750 for patients who die from the flu, $17,500 for COVID-19.",Facebook posts,false
2469,Miriam Valverde,"“Pelosi’s new coronavirus bill allows illegals to receive billions in relief funds in past, current, and future payments.”",Facebook posts,mostly-true
2470,Tom Kertscher,"“Cannabis may stop coronavirus from infecting people, study finds.”",Facebook posts,barely-true
2471,Bill McCarthy,"""Bill Gates worked to end livestock production, and is pushing lab grown meat.""",Facebook posts,half-true
2472,Samantha Putterman,"Says only certain face masks are effective and others, such as cloth masks, are not.",Facebook posts,false
2473,Ciara O'Rourke,"Nancy Pelosi said, “if you accept a check from Trump, you might as well vote for him.”",Viral image,false
2474,Amy Sherman,"“Beachgoers trash Florida beaches with 13,000 pounds of litter after beaches reopen.”",Facebook posts,mostly-true
2475,Madlin Mekelburg,Says Wisconsin has not had a spike in coronavirus cases that was “statistically significant related to the fact that they had voting.”,Chip Roy,mostly-true
2476,Jessica Calefati,“You have areas of Pennsylvania that are barely affected and [the governor wants] to keep them closed.”,Donald Trump,half-true
2477,Nusaiba Mizan,Says Gov Tony Evers’ administration deemed dentists non-essential,Janel Brandtjen,false
2478,Tom Kertscher,"$100B contact tracing bill “is about controlling/tracking population, not about coronavirus.”",Facebook posts,false
2479,Eric Litke,“(Retail) milk has gone up 7.5% since this time last year. The price farmers are paid has dropped 23%.”,Facebook posts,mostly-true
2480,Sara Dingmann,"“When you look at Wisconsin, in their largest city they normally have roughly 500 polling places. They just had their election a week ago, and they had five. That is ludicrous.”",Jay Ashcroft,half-true
2481,Ciara O'Rourke,“Clinton Foundation investigator Kenneth McCormick found dead.”,Bloggers,pants-fire
2482,Ciara O'Rourke,A girl was “decapitated” in front of her parents by a Somali migrant. Media “covered up” the murder.,Viral image,barely-true
2483,Tom Kertscher,"“It’s not that there’s a virus shield between Canada (4,500 deaths) and the U.S. (80,000 deaths). What exists is a difference in leadership.”",Facebook posts,half-true
2484,Jon Greenberg,"“Since the reopening of (Georgia), we’ve seen our COVID rate skyrocket by 40%.”",Stacey Abrams,false
2485,Victoria Knight,"“Clearly, the Obama administration did not leave any kind of game plan for something like this.”",Mitch McConnell,pants-fire
2486,Ciara O'Rourke,“Democrats introduce bill to ‘euthanize seniors’ to save Social Security.”,Bloggers,pants-fire
2487,Kiannah Sepeda-Miller,"""93% of the (COVID-19) cases in the state of Illinois have come from Chicago.""",Darin LaHood,false
2488,Amy Sherman,"Says Joe Biden said voting by mail is a way to “fundamentally change this country,” contradicting past statements by Barack Obama and Debbie Wasserman Schultz.",Republican National Committee,barely-true
2489,Emily Venezky,An economics professor taught her students about socialism by “socialising grades” and failing all of them,Facebook posts,pants-fire
2490,Daniel Funke,Gates Foundation stands to make nearly £31.5 billion on a coronavirus vaccine in U.K.,Facebook posts,false
2491,Tom Kertscher,"$3 trillion for federal coronavirus stimulus packages is ""being borrowed basically from China.""",Rand Paul,false
2492,Jon Greenberg,“It’s not the coronavirus that’s killing people. It is the economy.”,Bloggers,false
2493,Jessica Calefati,"“Guess what, [children are] not at risk unless they have an underlying medical issue.”",Mike Turzai,false
2494,Shefali Luthra,"“Germany and the United States are the two best in deaths per 100,000 people, which, frankly, to me, that's perhaps the most important number there is.”",Donald Trump,false
2495,Bill McCarthy,"Says President Donald Trump implemented “a travel ban that just didn't work, 400,000 people got in from those countries that were subject to the restrictions.”",Chris Murphy,false
2496,Rachel Kimmel,"New York City could pay to house its homeless population in hotel rooms currently sitting vacant, but Mayor Bill de Blasio “has absolutely to this point refused to do that.”",Coalition for the Homeless,mostly-true
2497,Eric Litke,Says gloves shouldn’t be worn in public because “if you are wearing the same set of gloves all over town you are only spreading germs everywhere you go.”,Facebook posts,true
2498,Sara Dingmann,“Nearly half of (Missouri) counties have not reported positive (COVID-19) cases.”,Louis Riggs,false
2499,Emily Venezky,"Under an 1866 Supreme Court ruling, stay-at-home orders are illegal and can be disregarded with impunity",Facebook posts,pants-fire
2500,Rylee Wilson,"Young people ""have a greater chance of being killed by the HPV vaccine than COVID-19.”",Jeff Shipley,pants-fire
2501,Paul Specht,"""Mitch McConnell said he wanted states to go bankrupt instead of the federal government providing relief. Today, Thom Tillis agreed.""",Cal Cunningham,barely-true
2502,Samantha Putterman,"Joe Biden said, “The things I did while in elected office should not be made public while I am seeking a higher public office.”",Facebook posts,half-true
2503,Amy Sherman,“The CDC has recommended mail in voting. That’s what this whole pandemic is about: the election!”,Facebook posts,barely-true
2504,Daniel Funke,"Says Dr. Anthony Fauci's name appears on ""4 U.S. patents for a key glycoprotein” used to “create the current COVID-19 epidemic.”",Jerome R. Corsi,false
2505,Eric Litke,“The mainstream media pretended there was a deadly surge in COVID cases thanks to Wisconsinites voting.”,One America News,pants-fire
2506,Samantha Putterman,Actor Tom Selleck praised President Donald Trump in a meeting with Breitbart.,Bloggers,false
2507,Warren Fiske,Technology coming to Virginia allows COVID-19 personal protection equipment to be “decontaminated and reused 20 times without degrading performance.”,Ralph Northam,half-true
2508,Ciara O'Rourke,“Trump revokes Barack Obama’s security clearance.”,Bloggers,false
2509,Jon Greenberg,Barack Obama “is the first ex-president to ever speak against his successor.”,Tweets,false
2510,Bill McCarthy,"Says Attorney General William Barr didn’t cite the ""rule of law” in explaining his decision in the Michael Flynn case during a CBS News interview.",Chuck Todd,false
2511,Ciara O'Rourke,“Dr. Fauci sat on Microsoft’s board of directors.”,Viral image,false
2512,Victoria Knight,"Regarding the risks of coronavirus transmission on an airplane, “It’s as safe as an environment as you’re going to find.”",Gary Kelly,barely-true
2513,Kiannah Sepeda-Miller,Illinois “got into fiscal problems because of a Republican governor who was governor there” before Gov. J.B. Pritzker.,Nancy Pelosi,barely-true
2514,Tom Kertscher,Black cats in Vietnam are being killed and consumed as a COVID-19 cure.,South West News Service,false
2515,Amy Sherman,Georgia Gov. Brian Kemp “mandates restaurants reopen”,Facebook posts,false
2516,Madison Czopek,Central Park hospital tents housed thousands of abused children released from underground captivity.,Facebook posts,pants-fire
2517,Ciara O'Rourke,“New autopsy reports suggest Jeffrey Epstein most likely died from COVID-19 complications.”,Viral image,false
2518,Samantha Putterman,Says Mike Pence was caught on a hot mic delivering empty boxes of PPE to a nursing home and pretended they were heavy.,Bloggers,false
2519,Ciara O'Rourke,A photo shows Brian Kemp posing with Gregory McMichael.,Viral image,false
2520,Madlin Mekelburg,“Texas ranks 3rd highest among states for the number of people who have recovered from” the coronavirus.,Greg Abbott,half-true
2521,Michael Hogan,“New York is one of only 12 states where the average gallon of gas costs more than $2.00.”,American Automobile Association,true
2522,Paul Specht,"North Carolina’s health department is ""telling hospitals that if they decide to do elective surgeries, they won’t be eligible to receive (protective equipment) from the state.”",Warren Daniel,false
2523,D.L. Davis,Says Gov. Tony Evers “has never had a real job.”,Don Pridemore,false
2524,Haley BeMiller,Says it’s illegal to hold an absentee-only election or mail ballots to every registered voter,Chris Kapenga,true
2525,Bill McCarthy,“So 2 doctors from Bakersfield discover that coronavirus mortality rate is 0.03%. 13x less deadly than what was previously thought! Their analysis has since been banned from YouTube.”,Facebook posts,barely-true
2526,Tom Kertscher,"Under the mayor’s COVID-19 order, Kansas City “churchgoers must register with the government.”",Liberty Counsel,barely-true
2527,Samantha Putterman,Says the current survival rate for COVID-19 in the U.S. is “98.54%”,Facebook posts,half-true
2528,Jaren Holmes,“Immigrants make up a majority of essential workers in places like New York City.”,Kirsten Gillibrand,mostly-true
2529,Samantha Putterman,"Media outlets reported that the same boy died 3 times from the coronavirus, in 3 countries.",Facebook posts,pants-fire
2530,Ciara O'Rourke,A photo shows Rob Cantrall at a recent Michigan protest.,Viral image,false
2531,Tom Kertscher,"Gas is under $1 in 13 states, but $2.27 in Pennsylvania, because of the governor.",Facebook posts,barely-true
2532,Louis Jacobson,"""Trump bailed out Wall Street, but not Main Street.""",Lincoln Project,false
2533,Madison Czopek,"Prominent Democrats were born in April 1948, ""nine months after"" a UFO crashed near Roswell, N.M.",Facebook posts,false
2534,Amy Sherman,Models projecting COVID-19 deaths “are talking about without mitigation.”,Donald Trump,false
2535,Paul Specht,"""We’ve still had more deaths to the flu this year than we've had COVID-19.""",Dan Forest,false
2536,Bill McCarthy,"""There was no real scientific basis for believing that"" social distancing would be necessary, ""since it had never been studied.""",Laura Ingraham,false
2537,Daniel Funke,"Dr. Anthony Fauci ""has known for 15 years that chloroquine and … hydroxychloroquine will not only treat a current case of coronavirus but prevent future cases.”",Bloggers,false
2538,Ciara O'Rourke,"“Governor Andy Beshear has authorized Kentucky teachers to make in-home visits. With parental approval, teachers will inspect the bedroom of each student currently enrolled in K-8.”",Viral image,pants-fire
2539,Meghan Hall,Congressional candidate Chris Jacobs “voted against paid leave for COVID-19.”,Nate McMurray,mostly-true
2540,Amy Sherman,"“The flu killed 80,000 people in the U.S. last year”",Facebook posts,barely-true
2541,Chris Nichols,"“The flu killed 80,000 Americans last year according to the CDC.”",Tom McClintock,barely-true
2542,Ciara O'Rourke,“First volunteer in UK coronavirus vaccine trial has died.”,Bloggers,false
2543,Ciara O'Rourke,Greta Thunberg “going on hunger strike until Trump is removed.”,Bloggers,false
2544,Jill Terreri,"“At the end of the year, we put into that federal pot $116 billion more than we take out,” while Kentucky “takes out $148 billion more than they put in.”",Andrew Cuomo,half-true
2545,Nusaiba Mizan,Says a meat shortage is “not expected”,Paul Farrow,half-true
2546,Eric Litke,"Wisconsin has “no tracing program going on that we can speak of.""",Scott Fitzgerald,barely-true
2547,Jack Kosowski,“I see no time in the history of this country when perfectly healthy people have been basically confined to their homes or only able to do essential things as in Kansas City or St. Louis.”,Cindy O’Laughlin,false
2548,Ciara O'Rourke,A photo shows a “Center for Global Population Reduction” at the Bill & Melinda Gates Foundation headquarters.,Viral image,false
2549,Tom Kertscher,“New York Times editor admits Biden sexual assault story was censored at behest of Biden campaign.”,Facebook posts,barely-true
2550,Louis Jacobson,Politicians “receive full pay retirement after serving 1 term!”,Facebook posts,false
2551,Ciara O'Rourke,“This is Tara Reade” in a photo with Joe Biden.,Viral image,false
2552,Bill McCarthy,“The (corona)virus just isn’t nearly as deadly as we thought it was.”,Tucker Carlson,barely-true
2553,Bill McCarthy,Says Joe Biden has “written a letter of apology” for calling Trump’s travel restrictions from China “xenophobic.”,Donald Trump,false
2554,Jon Greenberg,"""Why did the US (NIH) in 2017 give $3.7m to the Wuhan Lab in China? Such grants were prohibited in 2014. Did Pres. Obama grant an exception?""",Rudy Giuliani,false
2555,Laura Schulte,Homeless people are immune to COVID-19,Facebook posts,pants-fire
2556,Samantha Putterman,Says President Donald Trump is selling coronavirus-themed commemorative coins through the White House Gift Shop.,Facebook posts,false
2557,Ciara O'Rourke,"Walmart, Amazon, Kroger, Target and Costco “have not had any reported (coronavirus) cases in the news.”",Viral image,false
2558,Eric Litke,"Says Wisconsin measures have ""prevented the death of at least 300 Wisconsinites, and perhaps as many as 1,400 lives.""",Tony Evers,mostly-true
2559,Samantha Putterman,The existence of a canine coronavirus vaccine casts doubt on statements that there isn’t one for humans.,Facebook posts,false
2560,Victoria Knight,"Says President Barack Obama ""signed the medical appliance tax bill that forced companies to outsource manufacturing of masks, gowns, gloves and ventilaors [sic] to China, Europe and Russia to avoid the tax.”",Facebook posts,pants-fire
2561,Tom Kertscher,The CDC recommends that only people with COVID-19 symptoms should wear masks.,Facebook posts,false
2562,Amy Sherman,“Pelosi was in (Wuhan) China 6 days after the impeachment HOAX failed.”,Facebook posts,pants-fire
2563,Daniel Funke,Says a video shows Joe Biden lolling his tongue.,Facebook posts,pants-fire
2564,Jon Greenberg,"“President Trump just announced that the ‘biological’ lab in Wuhan where the COVID-19 virus was created was ‘funded’ by President Barak (sp) Hussein Obama in 2015 to the tune of $3,800,000 American dollars!”",Bloggers,false
2565,Rachel Kimmel,"Says that under the law, New York City Mayor Bill de Blasio “can’t open” the city’s schools.",Andrew Cuomo,half-true
2566,Haley BeMiller,Says Wisconsin Gov. Tony Evers “wants to force residents to fund Planned Parenthood abortion business.”,Facebook posts,barely-true
2567,Shefali Luthra,“We’ve tested more than every country combined.”,Donald Trump,pants-fire
2568,Miriam Valverde,“Trump and McConnell are blocking stimulus checks for Americans married to immigrants.”,Facebook posts,barely-true
2569,Eric Litke,COVID-19 is “here to stay” and “we need to accept that and be prepared to deal with COVID long term.”,Facebook posts,mostly-true
2570,Daniel Funke,Michigan Gov. Gretchen Whitmer “has just been stripped of her emergency coronavirus powers by her state legislature.”,Instagram posts,barely-true
2571,Meghan Hall,"“Some states, like Montana and Nebraska, are getting more than $300,000 in federal stimulus money per reported COVID-19 case. New York is the hardest-hit state and yet we are getting only about $12,000 per case.”",Andrew Cuomo,mostly-true
2572,Samantha Putterman,"Quotes Gov. Gretchen Whitmer as saying, “Now is not the time to live by the Constitution, it’s time to put that damn thing in a shredder.”",Facebook posts,pants-fire
2573,Shefali Luthra,“We’re also using a sterilization process ― some great equipment that will sterilize masks up to 20 times per mask. So that’s like ordering 20 times more masks.”,Donald Trump,half-true
2574,Jaren Holmes,“Small trials” to test convalescent plasma therapy for coronavirus patients “seem to have had some degree of success.”,Jamie Nadler,true
2575,Warren Fiske,"Dr. Anthony “Fauci told us there’s nothing to worry about. That’s his quote, ‘There’s nothing to worry about.’”",Steve Bannon,half-true
2576,Samantha Putterman,"Alexandria Ocasio-Cortez compared Trump to Jesus, calling both “con artists.”",Bloggers,pants-fire
2577,Daniel Funke,“Ultraviolet Radiation is administered into the body as a disinfectant to kill bacteria and viruses and this has been used for a while now.”,Facebook posts,false
2578,Tom Kertscher,"“Sweden has zero lockdown” and “is in no worse shape than Denmark or Norway,” which are in lockdown.",Facebook posts,barely-true
2579,D.L. Davis,"Says as Assembly Speaker he is a ""constitutional officer"" of Wisconsin.",Robin Vos,half-true
2580,Bill McCarthy,"“Joe Biden was involved in a plot to kidnap JFK Jr. according to the just declassified FBI files, and also made several threats.""",Facebook posts,pants-fire
2581,Louis Jacobson,The government must have planned the coronavirus pandemic because the coronavirus relief bill had been introduced three years earlier.,Facebook posts,pants-fire
2582,Amy Sherman,Mosquitoes can transfer COVID-19 “from person to person”,Facebook posts,false
2583,Jon Greenberg,“People defying stay-at-home order fill Arizona beaches.”,Bloggers,pants-fire
2584,Eric Litke,Says the April 22 jump in COVID-19 cases was related to the election.,Chris Larson,false
2585,Tom Kertscher,"Even with no shutdown, Sweden has a lower COVID-19 infection rate than UK, Italy and Spain.",Franklin Graham,half-true
2586,Patrick Orsagos,"In 1986, the founder of the Times Square Church prophesied that he saw “a plague coming on the world and the bars and church and government will shut down,” with New York City especially hard hit.",Facebook posts,false
2587,Eric Litke,“We are currently using only around 20% of our testing capacity.”,Wisconsin Republican Legislative leaders,half-true
2588,Ciara O'Rourke,“Trump said ‘hundreds’ of governors are calling him…& we only have 50.”,Facebook posts,false
2589,Amy Sherman,"During the 1918 flu pandemic, San Francisco residents formed the “Anti-Mask League.” San Francisco “was ultimately one of the cities that suffered the most with a high death rate.”",Facebook posts,mostly-true
2590,Miriam Valverde,“President Trump has banned welfare for illegal immigrants which will save $57.4 billion a year.”,Facebook posts,false
2591,Madlin Mekelburg,Says Texas “either is near the bottom or at the very bottom when it comes to testing per capita.”,Veronica Escobar,true
2592,Ciara O'Rourke,“Governor Gretchen Whitmer spent the past weekend at her VACATION COTTAGE at Birch Lake. Violating her own EXECUTIVE ORDER.”,Facebook posts,false
2593,Julia Garlich,"“The facility (NextGen Precision Health Institute) construction alone will bring 3,400 jobs and $472 million in revenue to Missouri.”",Mun Choi,mostly-true
2594,Tom Kertscher,"A banner with a swastika, “Trump” and “Pence” is from a Michigan coronavirus protest.",Facebook posts,false
2595,Paul Specht,"North Carolina is ""in the small minority of states that requires an absentee ballot to be signed by two witnesses or a notary public.""",Jay Chaudhuri,true
2596,Jon Greenberg,"“Hundreds and hundreds of labs are ready, willing, and able.”",Donald Trump,barely-true
2597,Daniel Funke,"The Gates Foundation ""tested a polio vax in India between 2000 & 2017 and paralysed 496,000 children.""",Facebook posts,false
2598,Samantha Putterman,Says Bill O'Reilly wrote a post claiming that the coronavirus was created as a bioweapon by the Chinese government.,Facebook posts,pants-fire
2599,Madison Czopek,"“Pick up a product. Look at the barcode. If the first 3 numbers are 690 or 691 or 692, the product was made in China.”",Viral image,barely-true
2600,Samantha Putterman,Photo shows packed beach of re-opened Jacksonville Beach on CNN.,Viral image,pants-fire
2601,Amy Sherman,"“Face masks being manufactured in China, for example, went to domestic consumption and their own fight against the virus” while the U.S. was “largely unable to import supplies from China.”",Marco Rubio,barely-true
2602,Louis Jacobson,"“The Democrats are pushing for an implanted microchip in humans, and everyone to be vaccinated.”",Facebook posts,false
2603,Amy Sherman,"“The Trump Administration promised 27 million tests by the end of March. As of now, only 4 million have been completed.”",Joe Biden,half-true
2604,Miriam Valverde,“Even President Trump’s own EPA has admitted that this rule (on air pollutants) threatens to cause serious health problems including brain damage and death and to inflict billions of dollars of economic damage on our struggling economy.”,Nancy Pelosi,half-true
2605,Michael Hogan,"Racial comparisons on coronavirus statistics in Monroe County, N.Y., show that the impact on minorities is “basically on par, a little bit up, from the population numbers,” meaning that “we don’t see that disparity as much here.”",Lovely Warren,half-true
2606,Daniel Funke,"The Gates Foundation ""has the patent for this coronavirus.""",Facebook posts,false
2607,Ciara O'Rourke,"Trey Gowdy said, “I’m not saying COVID-19 isn’t real…. But pay attention folks, there’s much more going on here than what meets the eye.”",Facebook posts,false
2608,Ciara O'Rourke,“Breaking news Kim Jong Un has pass(ed) away.”,YouTube videos,false
2609,Ciara O'Rourke,Nigerians are “burning Chinese stores.”,Viral image,false
2610,Warren Fiske,Virginia has “lagged behind other states when it comes to (covid-19) testing.”,Levar Stoney,true
2611,Victoria Knight,"“Until this week, they [OSHA] weren’t even enforcing these guidelines [for coronavirus]. Still today, OSHA is not specifying which rules employees must follow or how to keep their workers safe and healthy.”",Joe Biden,true
2612,Tom Kertscher,"Kennedy Center, PBS donated to Democrats after getting COVID-19 stimulus money.",Facebook posts,false
2613,Ciara O'Rourke,Joe Diffie’s death was labeled “as a COVID-19 death and it wasn’t!”,Facebook posts,false
2614,Haley BeMiller,Says Department of Health Services Secretary Andrea Palm is a “career bureaucrat with no past ties to Wisconsin.”,Tom Tiffany,mostly-true
2615,Paul Specht,"""Covid-19 is now the leading cause of death in the United States.""",Mandy Cohen,half-true
2616,Eric Litke,Wisconsin is “clearly seeing a decline in COVID infections”,Wisconsin Republican Legislative leaders,barely-true
2617,Tom Kertscher,Herd immunity is probably why California has far fewer COVID-19 deaths than New York.,Facebook posts,false
2618,Samantha Putterman,Says Democrats are on vacation until May 4 and “refuse to come back” to sign a bill to help small businesses.,Facebook posts,false
2619,Tom Kertscher,Hospitals get paid more to list patients as COVID-19.,Facebook posts,half-true
2620,Ciara O'Rourke,"A photo taken by a journalist showing a beach in Jacksonville, Fla., isn't from after the government
reopened the beach as news reports have claimed.",Viral image,false
2621,Ciara O'Rourke,“My wife is suffering from coronavirus and she is pregnant. The doctor said she won’t survive it.”,Viral image,pants-fire
2622,Louis Jacobson,Stay-at-home orders “actually are the law of these states.”,Jay Inslee,mostly-true
2623,Eric Litke,Says Wisconsin’s in-person election has caused a “surge” in new coronavirus cases,Facebook posts,false
2624,Jessica Calefati,"“The poor are, ironically, the most likely to be employed in the industries deemed ‘essential’ while their upper-class peers are freed to bunker down for weeks until the first death wave passes.”",Facebook posts,true
2625,Daniel Funke,"Says a photo shows the ""SAME EXACT PEOPLE"" at ""two different beaches"" in Los Angeles County and Jacksonville, Fla.",Facebook posts,false
2626,Tom Kertscher,News photo from stay-at-home protest was doctored to add Confederate flag.,Facebook posts,pants-fire
2627,Tom Kertscher,Says Nancy Pelosi tweeted that she was disgusted with Donald Trump over taxes,Facebook posts,false
2628,Tom Kertscher,"Says Nancy Pelosi’s ""4th husband"" filed for divorce.",Facebook posts,false
2629,Jill Terreri,"“Go look at other countries that went through exactly this, started to reopen, and then they saw the infection rate go back up again.”",Andrew Cuomo,true
2630,Bill McCarthy,"There are “360,000 (deaths) a year from swimming pools. But we don’t shut the country down for that.”",Phil McGraw,false
2631,Amy Sherman,"“During the flu pandemic of 1918, some cities lifted social distancing measures too fast, too soon, and created a second wave of pandemic.”",Gretchen Whitmer,mostly-true
2632,Madison Czopek,"“Per order from @GovWhitmer, people in Michigan are now banned from purchasing a new baby car seat in stores.”",Tweets,false
2633,Samantha Putterman,Walmart is adopting a staggered shopping schedule by age group during the COVID-19 pandemic.,Facebook posts,pants-fire
2634,Samantha Putterman,Says Nancy Pelosi called Social Security recipients “leeches” and “burdens on society.”,Facebook posts,pants-fire
2635,Louis Jacobson,"Joe Biden ""already has what is the most progressive platform of any major party nominee in history.""",Barack Obama,half-true
2636,Paul Specht,NC liquor stores were deemed essential “because we have a lot of people who are chemically dependent on alcohol and if we suddenly cut off their access they would go into withdrawal and flood the emergency rooms.”,Jeff Jackson,barely-true
2637,Amy Sherman,"“Obesity is, like, the No. 1 factor in whether you really get hit hard by COVID-19.”",Ron DeSantis,half-true
2638,Mica Soellner,Says Madison and Milwaukee County both carry sanctuary status for illegal immigrants and released undocumented immigrants who have committed multiple crimes including sexual assault of a child,Donald Trump,half-true
2639,Miriam Valverde,Says House Speaker Nancy Pelosi deleted a video of her telling people to go to Chinatown.,Donald Trump,false
2640,Tom Kertscher,“Africans living in China now being forced to sleep outside in the cold” as “Chinese nationals blame them for the rising number of new coronavirus cases in the country.”,Facebook posts,true
2641,Shefali Luthra,"Republicans “have shown themselves willing to cut millions off their health insurance and eliminate preexisting condition protections for millions more, even in the middle of this public health crisis.""",Barack Obama,true
2642,Patrick Orsagos,"If you ask Amazon’s Alexa about the origin of the coronavirus pandemic, it says “the government planned” it.",Facebook posts,false
2643,Tom Kertscher,"Says all Vegas hotels but Trump’s have donated food, rooms in COVID response.",Facebook posts,barely-true
2644,Madeline Heim,"Says 3.5 million U.S. citizens lost their employer-tied health insurance in March, while zero lost their coverage in 20 other large nations combined.",Public Citizen,mostly-true
2645,Jessica Calefati,"“In a matter of days, and in some cases the moment may even have passed, that we’ve reached the peak of the rate of infections.”",Pat Toomey,half-true
2646,Daniel Funke,Says Dr. Anthony Fauci “stands to lose 100 million dollars on Bill Gates ‘vaccine’ for the coronavirus. Because he invested in this vaccine.”,Facebook posts,false
2647,Bill McCarthy,"""This is COVID-19, not COVID-1, folks. And so you would think the people charged with the World Health Organization facts and figures would be on top of that.""",Kellyanne Conway,false
2648,Louis Jacobson,"The $1,200 coronavirus relief checks this year are “just an advance on your next tax return. … Next year, you're automatically going to owe $1,200 come tax season.”",YouTube videos,false
2649,Tom Kertscher,Says Michigan COVID-19 order bans gardening and the sale of vegetable seeds and fruit.,Facebook posts,false
2650,Ciara O'Rourke,Says 44 senators “voted NOT to send stimulus checks.”,Viral image,false
2651,Ciara O'Rourke,A photo shows two Italian nurses in a hospital a few days before they got COVID-19 and died.,Viral image,false
2652,Madison Czopek,Says Bill Murray said “Social media is training us to compare our lives ... No wonder why everyone is depressed.”,Viral image,false
2653,Kiannah Sepeda-Miller,"“Illinois lags way behind all of our neighbors and certainly we’re in the bottom tier of states that are doing testing.""",Lori Lightfoot,half-true
2654,Bill McCarthy,"""The Postal Service is not losing money because of Amazon. It’s losing money because in 2006, the Republican-led Congress passed a law forcing it to prepay its pensions for 75 years, which no other corporation does ... Without this law, the Postal Service would be turning a profit.”",AFL-CIO,half-true
2655,Samantha Putterman,Images show COVID-19 victims being buried in mass graves in New York City.,Facebook posts,mostly-true
2656,Ciara O'Rourke,"“Corona is so bad, this guy died twice!”",Viral image,false
2657,Warren Fiske,"”If you line up all the countries that have done (Covid-19) testing on a per-capita basis, we’re at the bottom of the list.”",Bobby Scott,false
2658,Ciara O'Rourke,Says a video shows a “gay party in Italy few weeks before COVID-19.”,Viral image,false
2659,Tom Kertscher,"Says the Asian, Hong Kong, swine and bird flus each “killed more people than coronavirus.”",Facebook posts,false
2660,Amy Sherman,Says as president he has “total” authority to re-open states amid the COVID-19 pandemic.,Donald Trump,pants-fire
2661,Caleb McCullough,"Before COVID-19, “Iowa had one of the lowest unemployment rates in the country, and many employers were scrambling to find qualified employees to fill their job openings.”",Jack Whitver,true
2662,Samantha Putterman,Says there’s an 800 number you can call to track the status of your stimulus check.,Facebook posts,pants-fire
2663,Ciara O'Rourke,“Michigan Governor Gretchen Whitmer bans buying US flags during lockdown.”,Facebook posts,false
